,Unnamed: 0,Date,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region
559744,0.6793419976530528,2015-05-17,0.9414340226450314,582097.1399841171,94376.452384264,212994.07273564904,558.8721761950552,24086.913919593582,20059.13138375457,1976.819777173443,-217.243307746688,conventional,2016.008812152858,Sacramento
185386,0.2600553009835644,2015-05-17,1.3732671501893925,252247.86445610947,79243.23095493192,133910.0691109302,1245.7604874519866,70450.66900999332,644.8285266258099,6174.613753918982,-225.1150916682606,conventional,2016.0049503131845,LasVegas
890738,35.703424797945736,2015-12-20,1.5567842560877423,603327.9951198851,3028.833967962684,11068.44157392218,1619.7231612641767,43623.89286906338,-11939.12102364064,-43.38092675409143,-2.465788034319889,conventional,2015.0019632051303,Pittsburgh
692213,46.81151610899707,2017-02-26,1.168876845976331,-27811.032199117595,-8633.23316019668,45736.83902902396,1945.6544031707847,11256.840355250431,-22085.89415532988,2576.0846660532725,19.15861945466362,organic,2016.001549846973,Columbus
122501,28.989793343713675,2016-05-29,1.7174885801578288,52767.37308556889,7070.451623450217,9111.822027719489,1679225.3263329908,6272.937418235637,46830.19393733512,2457.0031111928797,6.660879857918955,organic,2015.017986260849,Portland
436879,5.069965189453056,2017-04-16,1.8328031070765232,39360.19448807204,6129.31427727187,19043.477158102596,-70.37699906957266,-1914.7195032093696,-14757.824762181925,8580.415146515526,-91.92513451929754,organic,2015.9933979813404,Atlanta
972259,12.346731152839912,2017-08-20,0.8298155601065808,986289.3532126158,-4509.07343082048,84310.10560909432,1594.118240727342,70718.54689080069,24441.745098138163,1524.3622089839446,-33.0814179126249,conventional,2015.9973700707776,Tampa
802944,37.8638887465025,2015-02-08,1.675601174098007,87877.89839941877,-13437.64213988349,13148.405563419728,1395.0082153747933,-7420.978310887602,-6992.406318167971,4299.275851050516,-159.10427628720078,organic,2017.0111580506264,Chicago
237643,21.42496751684972,2017-11-05,1.4759076646555336,12763.881357972998,24907.28158308507,-8381.283756915798,1495.968745727771,-13748.397655283456,10576.501921783802,2288.35009081916,0.2496936789328785,organic,2015.992749864733,Philadelphia
134777,25.502284709429997,2015-03-01,1.4668665427382002,171393.1217390333,111442.46969677764,234703.57633739695,133690.0507455551,16067.717135692728,40662.79483859643,6231.228144116533,-142.29749857375353,conventional,2017.0001352592733,Nashville
245759,32.19447788841722,2016-07-17,1.293454453987119,3360825.411920164,683496.3490908172,349536.5391110305,97283.33717913904,182646.8818718543,320495.32779519114,171817.60860505712,4492.337436486907,conventional,2017.022973651645,GreatLakes
106102,37.45729375066593,2017-09-17,0.8258229888229869,334730.5787253316,540629.0835188857,113383.34201221634,13724.162533247903,50258.63281145244,60521.11750987645,5375.6518610361945,110.69472624087504,conventional,2015.016462432216,Indianapolis
878141,46.24395201869841,2015-03-29,1.311237706811368,222552.08448480623,803.892200588798,14515.993518966085,1330.1939700509447,57021.72390793607,53308.72275370619,4026.6215246806905,-21.299908802079617,organic,2015.007370744421,NewYork
681515,19.23235490458655,2015-08-30,1.0443560164974015,375850.7895252685,-4640.743551214865,19692.92152452655,1228.7080929730157,-595.0657645932715,43067.005738698295,3543.7394282024534,110.49618835656852,conventional,2014.994160757261,CincinnatiDayton
852077,43.50456983341026,2015-06-21,1.7194894271365948,72781.2842932712,22988.461092793863,-12884.784709819322,940.105111977738,-11048.726389823982,-1470.144421728069,904.0293320687902,-28.83106527347072,organic,2015.0167320870592,RichmondNorfolk
671141,1.430142657144101,2015-03-08,1.9636168047865543,-13833.002635021126,-8935.567865961471,-11247.17470167804,529.5551454285808,-3704.00092401093,-4040.011497638082,1399.23774929995,156.07465000500588,organic,2016.9933509216855,SouthCarolina
744641,44.11792501036797,2015-10-18,1.2116504145536986,117356.70277496798,3817.9686705375007,-2831.152781914201,-718.4601401347904,29771.902664465146,59219.27137678945,960.4477183736592,-126.26043343164378,organic,2016.0098325797724,NewOrleansMobile
648068,34.65912859060373,2015-03-15,1.1263148909284515,90940.4650584569,10167.21527881272,19733.59954067056,-823.5194309884014,-7016.9441539938725,-10644.203173907375,594.7169105721855,-91.88531508448038,organic,2016.002148651635,PhoenixTucson
481550,46.33357132165025,2015-03-15,0.9499557531287672,2972505.043973005,142627.71401525417,300111.9743428276,29701.98880393778,103510.86382874704,238779.6727808237,66059.40192323764,-243.87283192871584,conventional,2016.001960920848,BaltimoreWashington
135971,21.660526657718616,2015-03-08,1.208881686212495,4185343.5318104746,9692146.907800687,10491476.35488325,43.42354990056669,543802.3693425346,411087.3613125216,33860.58792766033,15156.43941270354,conventional,2014.9921087430575,Seattle
864659,48.94297037087016,2017-04-16,0.8816786862683565,3601168.7518791584,519309.5624756965,1852229.5988731645,47512.178102427584,1238448.006420167,918931.1066322996,86613.94284794873,5819.451029467157,conventional,2014.998509398989,TotalUS
288641,22.97844138637044,2016-07-24,1.1744066136666758,599828.032747751,628936.5504133909,248153.813112036,11485.27292400928,66069.42235196863,41559.75566889813,2087.11847405996,151.45322857197252,conventional,2016.9951816978985,Indianapolis
815072,27.735683012119893,2017-02-05,1.9129646261878075,29950.24431777389,-21003.819422446973,28639.75707996517,-688.3101711594245,13977.811128747657,-5111.547098829148,3839.0366346448136,90.52847459535268,organic,2015.0155124074256,CincinnatiDayton
186405,40.81204430399095,2016-05-29,0.8710508471566012,73157.87317277829,-14540.359250470578,-2662.186677712561,379.490930287624,10640.679701835244,99.2367354642338,-2432.5595156290246,-81.95255831379019,conventional,2015.0055392737756,RaleighGreensboro
292506,25.73969796980189,2017-10-15,0.8141479619886369,1231908.1848240143,108768.5725386598,526360.1145644336,16139.0493938173,278505.0713153794,8163.259828107897,41602.97701135148,5428.297682954104,conventional,2016.01725701586,West
835908,24.54531430496635,2016-05-08,1.1011497382508593,171657.36053218678,2165163.10923964,410392.0690128102,1113.2824808701755,492169.8320364716,53189.52393354001,5904.8046486128615,138.27102814595182,conventional,2015.0067685652464,Indianapolis
101436,29.919652703435528,2016-07-17,1.256387685314529,51171.77721245894,9362.75991728244,8215.330027941196,2163.6458802284988,19107.75597591296,6414.295497880121,1534.9536598389157,-14.225959241056083,organic,2015.0261462555204,Columbus
839250,33.82945042273024,2017-04-09,2.330656321266538,64976.453608037824,6026.185225315831,-6892.775031789204,1696.5464580410785,-4931.020371563825,1443.8402878991735,7401.307078354906,193.0069710579021,organic,2015.99391522338,GrandRapids
684899,0.0290743237324733,2018-02-11,1.2956745101844382,79521.1438346772,-10841.51876287633,20207.58978128724,608.6270607256433,-9952.795409749664,-12077.579343432444,-580.0668259653987,95.5858124747026,organic,2018.009067595951,Roanoke
272734,28.18369295887158,2017-01-22,1.2881170839846396,426748.5355746662,6580.979086094926,8621.240535612422,818.6662581521779,4195.682183528953,16650.445943225855,-1852.629415805828,167.51484254046312,organic,2016.9978223379296,SouthCarolina
517286,41.640293953274615,2015-08-02,0.8650514637645293,363371.08723054646,47214.96542134531,392193.1487809907,14486.645677256947,23473.671950779448,20359.59692210183,7712.82313855299,114.65577625440886,conventional,2015.0122413663505,LosAngeles
765522,39.60742612059428,2018-03-11,1.40090338327013,90377.29633649463,6686.318810198562,16807.24945691861,-1105.6444376838124,1356.7212061147493,-10310.19315980816,5602.684218052112,-50.04189544852476,organic,2016.008723826283,SouthCarolina
571367,3.6020377099333345,2017-11-05,1.1499674338869663,39017.86590261136,20674.26182594329,-15496.421874076525,1790.7948033416912,-26923.130778244617,-11070.861730376342,2021.396814382354,35.353845004898176,conventional,2017.0062347933329,CincinnatiDayton
362094,1.8752217031351168,2017-04-16,1.2213603534233142,897509.9198417809,2558319.8193853903,284237.8576866906,15332.028270238909,78736.36350782716,555428.1128124772,-117.96124337931316,25871.784919338115,conventional,2015.0084882222968,Portland
735229,21.39747986960866,2017-01-08,1.530463569157862,22405.66960038949,-7681.989455890457,-484.1106549280557,1310.0629121196662,2253.6631554640558,16111.071040309096,-3655.404257302099,-76.36476404080017,organic,2014.9961088134528,SouthCentral
61900,38.41424976011672,2015-03-01,1.0630550485638497,4385178.500135861,441626.6487048529,2002266.5168151285,38517.92879155173,235961.00217702912,180637.3714659264,1142430.2128702537,14223.15688039297,conventional,2015.01761721378,NewYork
796176,1.5126325141378278,2017-11-26,1.7074636950925377,-2435.713006309954,24937.416809561226,-5221.726758449635,329.32173474319336,-8534.909406114102,-9009.520196016314,1354.613951668695,-115.00605493801577,organic,2016.012621769089,Louisville
283126,21.92760457419146,2016-06-05,1.2767700874694798,36508.939880401245,8762.740070901218,35419.03024440782,-840.0615237814941,-7259.895450494883,-12787.174640741458,19959.305790418388,15.710147288055078,organic,2016.0169861032653,West
647578,15.586812525001424,2015-08-16,1.3485406307465413,101836.75719465068,10461.08578522128,14164.808191615874,671.1436464885054,201912.9414056865,63769.32635489237,1597.6626394308396,-48.4555498882999,conventional,2015.0064755616304,Denver
870484,29.303084395366326,2015-03-15,1.79033289021472,-17561.371253304416,-5567.156634813368,3533.1670313925806,1888.2371815048136,15319.80505538379,11741.662823266306,-639.629527881654,-165.90224380730106,organic,2015.9937525480725,Albany
199285,26.11665274199348,2015-09-06,1.786337748800804,106843.57582256373,6109.000346476883,12438.943494317466,1758.3624730061272,-23364.423733768133,-3860.619769153188,-2749.0510670465665,-55.641689483474366,organic,2015.9878024333664,SouthCentral
942668,46.12912529246982,2016-03-13,1.4091808168489028,1603399.8441734922,99899.54069984102,102122.72408035364,11545.67102642576,76220.84700930225,62973.78392058315,830.6941540963584,-26.136546939621308,conventional,2015.991018270814,Houston
196189,19.29524215870774,2015-09-06,1.0077800978504323,662062.0432230091,12307.080917317677,72137.95884701553,1834.8696792986505,-49.855768987968986,40697.96191129652,5257.610023027349,-68.38266021027592,conventional,2016.0134341030491,Portland
320895,24.497774830795837,2017-08-27,1.7329302767349375,-13673.83583546331,-18826.64189309629,312.1312676753605,-9.985633573702556,5823.248169014736,1763.5230737042557,1442.8714006843948,38.311217050835324,organic,2015.988871800378,Spokane
944864,49.4494465684605,2015-03-29,1.9138241218255767,-12720.37892403565,-6660.797679101045,34850.095592471785,1914.3779368948003,-14723.13907141166,3261.410074785141,2934.0874216396805,81.97110627128686,organic,2016.007775949492,SanDiego
277669,3.0126534644706418,2016-08-21,0.8969064426173062,456758.6982018094,34769.42849122395,54663.519381498925,2558.330636079028,18284.594442644564,4529.248532335783,30510.23722646016,-143.89592878813656,conventional,2016.004793530136,GreatLakes
714003,2.9022945055334746,2016-01-03,1.6020761591204324,61087.95709565097,5667.919230999211,103223.16717862064,191.091621052588,16179.075210900177,62830.74890067983,5422.872646953093,-41.03641116983309,organic,2015.0008836242623,Detroit
855516,5.196767069062526,2017-10-01,1.0441920849562276,70209.58569736808,704317.0106786336,132365.3992278439,19301.74867364321,29406.70490294644,25143.54891723664,5533.297118489422,-198.33735569473876,conventional,2015.0101092202224,SouthCarolina
249784,45.278974088054085,2016-04-17,1.7578994045514609,42997.791645867066,-225.9223188925744,470.76358262098256,1267.1861420627615,-5355.354916057233,-5311.665753274868,2078.75486491879,-43.3914855506231,organic,2016.0010147571763,Chicago
36603,8.955266571012583,2015-10-25,0.6985694909103359,3839473.778953029,654240.5580600302,550652.8243968287,85303.76290386758,1209951.964821776,297177.8856282151,59952.53834094242,5593.050699444482,conventional,2017.0123097652925,West
830500,17.712082691548304,2016-05-29,0.9709462941809844,3227433.198837537,633848.503564929,2483450.4678647565,326078.2289186743,501643.4018761671,386284.2321726902,1325.4121058905594,-29.589871694113416,conventional,2016.0081866663204,LosAngeles
642831,13.871707229204352,2016-01-17,1.3596035455898952,433128.0335498431,132736.24282635003,157011.24190557576,2834.275458983539,21129.995593281048,11904.675895063112,6667.854942207106,-32.58077865533957,conventional,2017.0033534416823,RaleighGreensboro
247942,31.02519243919314,2015-12-27,0.7203564408925127,3630583.909395253,11204455.594787993,1783828.0563458966,44873.058277681965,241912.636084084,622320.2874556604,159576.0815983263,7079.446017130673,conventional,2015.9951991111263,SouthCentral
816158,16.06704536871511,2015-05-24,1.071855343177349,478602.2653914356,9849.380023772048,79106.39416739336,672.6241723648195,14764.580176122616,47929.18539613251,-841.4314091309941,-123.99274308519855,organic,2015.9981787156717,DallasFtWorth
849130,32.43167761711214,2017-03-05,1.0473367307453083,51261.30385102227,-7591.717135152859,206579.96809721552,1201.5915076689,1279935.4699811267,37321.85870176919,22565.10945678705,237.5794102159629,conventional,2016.0005816323048,Southeast
308932,46.19141701641921,2017-03-05,1.671254178048,680.7553430467451,6125.896602911576,35822.05922665751,350.7488715932069,7212.524292459289,-9505.078670876765,3926.825517392655,81.84029738051244,organic,2015.0048608378927,Columbus
26818,44.67484791964775,2018-02-25,1.3139623049256253,-39094.45938925167,22009.15353908764,72452.8768478932,15612.842351667354,52521.64127149872,51423.59501367011,1510.0518868029824,-118.53442439609856,conventional,2015.9973391554893,Detroit
272361,37.47533689542242,2016-04-03,0.9572310745859266,419328.2033664379,130081.48949564793,414532.1191755633,1375.142760248695,98463.5451113306,7712.580984319968,1904.3173499168463,141.2650561438924,conventional,2016.0104244715144,Portland
253727,20.199939335521115,2015-08-16,1.00683249121008,134582.38668577845,15392.868145035887,33144.3881160488,130.6174897588347,13763.966010715716,-19858.06534359673,-3165.144799117894,-14.737457209278189,organic,2016.0132662626688,Portland
197572,15.81397894488972,2017-09-24,0.841156703769602,1309237.561825974,121139.42155890298,119308.85646645608,9963.826434435388,68379.5295894125,21511.91608963142,75622.00631498887,-104.09787681772649,conventional,2016.009441597931,RaleighGreensboro
647415,3.789292144595487,2017-06-04,1.7460624650907393,15923.91932673673,-9805.871479645775,13841.547462340288,1216.3489550338325,33479.99790689118,8215.636468588436,2954.7182111187244,-37.999382776456045,organic,2016.0030504261017,Midsouth
658673,20.38072082388943,2016-08-14,0.8513051246636039,435374.9532342574,62094.266086448944,133645.30169375468,18224.18066847221,263598.67307171033,59913.17875942876,4483.514649315787,-85.75562893932863,conventional,2016.0059137349128,California
560484,33.36680038434055,2015-11-15,0.958461590411684,190307.6467744928,215902.7686312119,362973.9697946235,2466.939112236309,63444.50653986049,23053.47488150845,3935.2815840662543,262.42106474553105,conventional,2015.9974969733369,RaleighGreensboro
150706,1.450603065209656,2017-10-29,0.8605602761992462,6504323.113834427,119119.90683816918,1570618.2624234348,132661.50201557498,1189367.25918328,7348300.043146903,857304.5203115836,7054.747919809694,conventional,2014.98855400952,NewYork
1621,29.089289532324216,2016-01-31,1.7592717254060697,15435.819622966614,5160.292612233298,18733.16291314453,1427.0012739685662,23450.96660896753,9963.145104533403,117.719791730447,-84.23201372023408,organic,2017.018645265872,Atlanta
822180,-0.0967107502129951,2015-11-15,0.9260072813266066,983055.7818928788,784536.1125739974,83904.4041241062,145357.32428668585,66714.6184966189,766371.1994009811,246553.55582744957,4716.349562012486,conventional,2017.022004688068,Nashville
225509,16.061783007059066,2016-08-21,1.0189953509775234,978968.84788447,659978.7141902843,1619991.5322377137,18868.088662243983,522371.8541598532,1423235.0788523154,222731.7898073555,4227.558359779109,conventional,2015.010616805706,Southeast
969184,29.882366123374847,2015-03-29,1.5883647745426204,838009.7424140193,10001.034759495891,15431.066239357451,832.0450591481753,10833.848261960018,-14419.770399337049,3305.743309139912,-13.161828040715935,conventional,2017.014030073169,Spokane
126363,39.09556340986538,2018-03-25,1.2644071277907607,358904.7526504944,-1739.2441227590707,99479.4525396556,544.7991696100834,10967.385378519346,63607.339072443225,4977.742996449619,-83.62402578094922,conventional,2016.996727792496,Detroit
351529,24.56004502641053,2017-07-09,1.6694059458686912,-7645.912191021693,-170.2882391317953,31903.97994318664,1035.355326683184,-2999.683596114881,-3886.857445504588,3238.8382841882485,10.46728999274181,organic,2017.019027532257,SanFrancisco
294465,27.425002921140145,2017-11-05,1.3953570938404358,727779.5027772662,117388.66719299856,199043.26775889407,13361.273268871242,68074.7212227889,58976.60801608371,3683.9323896819938,167.7370004306243,conventional,2014.9999301684693,HartfordSpringfield
898754,46.66202055963727,2016-11-06,0.9113406428813856,2667744.356927779,668859.8446153755,11738062.168547569,139452.30112371323,166621.0466991056,428818.8797486262,70791.19347293925,-24.27860626767899,conventional,2015.004338388944,DallasFtWorth
468503,4.813824778785,2016-10-23,1.074729247096674,176030.7053797759,12927.966841598398,21111.539334386263,11553.240069543994,64824.44495414093,75168.64560279505,8066.204131464055,-80.63145593136163,conventional,2016.010013642344,BaltimoreWashington
287680,35.91778591256338,2016-06-26,0.8988073513170639,1303437.9831122255,189134.91082930268,299238.0112552184,22558.46572598396,228805.29679850832,46329.45534557785,3622.248936786379,35.318265186353884,conventional,2014.980673983913,Sacramento
97564,7.8376516988154,2017-01-01,1.2579525074358326,11579.586236527564,9391.701631446072,5115.803720078444,1107.7661594283886,7153.400283426141,10237.531509611708,3409.489875899623,-64.80278615591722,organic,2014.992002346496,California
395817,16.92127648120112,2016-03-13,1.7007027357307185,2354.930919681272,25079.14927491842,30414.511643024955,1170.7468629470886,-14929.504437985115,78690.51660115652,1494.6355553146495,121.56669034795964,organic,2015.0052049866931,NewYork
832110,29.013681240599773,2016-03-13,1.3618864622808386,207024.66248083932,-1983.759681004426,235821.7970026215,616.9126458378328,111714.25576908392,173008.2337791391,560.2798722143302,113.15306449081274,conventional,2015.0130535196647,PhoenixTucson
356202,0.5923342375016554,2017-05-21,1.2313877681948024,3632030.321893824,559131.2817779926,260514.978757958,121850.77485985,785880.5766496237,393542.89997306,146709.53562575512,1452.7351528689678,conventional,2015.0099375498849,MiamiFtLauderdale
567160,32.2128921742754,2016-05-15,1.3981192467845864,1423398.7861971655,75439.582019503,152413.20809182528,20873.75675803536,60844.07174464211,63448.9024614781,1395.9036830846303,143.98219575184785,conventional,2014.994255452558,SouthCarolina
776661,22.81330513029757,2015-05-31,1.311541213928502,-31507.449535959957,-1895.8566357135917,17609.471299301367,1015.3053528326808,1804.153192183915,-75.33266411658406,7443.652020600989,-42.23384059983107,organic,2016.0083913260132,Seattle
652681,5.378791006633451,2015-01-25,1.169184924026868,904479.374951649,578366.409129884,414339.7304984889,101958.7960160124,1329163.047813713,631611.6567495309,107839.80904494369,23456.84607180026,conventional,2014.989886667086,WestTexNewMexico
281006,49.75769851942786,2017-12-10,1.018036311936371,3931165.868372034,767511.2984902097,544646.700421384,119427.7571499562,709977.997499894,605783.84127465,51196.747095800005,6065.811253943553,conventional,2014.987931131016,SouthCentral
604549,6.88540888121509,2018-01-14,1.7070866278448926,88811.14165215564,-7711.827263703525,-28073.222130675134,522.333237345687,-16374.22437617208,-16989.79502850413,2842.983232542767,-105.03047254994507,organic,2018.056485455818,WestTexNewMexico
578277,29.235056649586653,2015-12-20,1.1939960006862664,232163.33488469548,106011.43336909826,13168.127013056292,1276.77352088035,354966.5063609993,39250.75745765738,5855.77035832492,73.68742040829308,conventional,2018.0143444725804,Denver
376362,37.80222228560796,2017-09-17,1.3899078929720852,-2014.3309863252,12730.403136689243,41402.74351882711,826.7141967457347,12101.533742257088,13332.230527817585,2251.8158462533465,-98.9422437596782,conventional,2016.0135165878437,BuffaloRochester
268222,0.2601665520165994,2016-11-06,1.3287333269429134,325683.0235364754,3392.506955621779,19687.164074315984,1592.693446594326,83501.6756779024,46024.71557147405,-4138.877150323817,-25.69651571850049,conventional,2015.997312743747,Boise
780749,31.39259968896832,2015-12-27,0.8154924144217555,1005941.1176031852,3584806.8741117287,435407.1109571358,31671.44730869581,840415.3861952373,123910.9432252631,196071.30593330952,10419.66138897888,conventional,2014.989026047568,GrandRapids
201682,40.04850120526702,2016-10-23,1.0377696476268734,361905.1663479002,21466.48344641645,102736.89433096224,1515.5385079705427,274028.4431428552,58462.62902625921,57786.13128822706,-19.93516433906609,conventional,2017.008034553959,Midsouth
442293,45.63336666231282,2016-01-24,0.9128958133599602,367856.31455058046,5956.55755248416,7103.055614596656,272.5878943075936,64917.698678673216,123299.90563548126,745.9203185698186,-14.566826386857247,conventional,2016.006566067759,StLouis
250514,43.08400436723526,2015-02-22,1.2693301171629936,5327606.399553986,5169.395362263569,26709.439348570064,-602.8574594951638,-6772.9722324069135,-4964.889589024951,2483822.4850905063,21.314170971466528,organic,2015.0160960954356,Orlando
772788,17.224125493741163,2015-12-27,1.6837777352593246,24354.062150794343,-4643.216923193711,931.1666887913252,1925.5218262692156,15451.588437101758,-2272.909343509339,20843.418169206,129.80606747692627,organic,2015.992344535004,Atlanta
73365,1.8415999903053089,2017-04-30,2.091199777316133,83065.38446030684,-970.2979112101856,19210.831524729078,2233.745057186464,-4607.931642296311,564.0256802799531,33525.656956252205,-36.06459968377554,organic,2016.0171412702605,Tampa
167584,35.58371876384066,2015-06-21,1.276301346291206,48314.62290717435,26206.36217036349,-16450.16976220045,2290.2786721345483,-15732.85622675417,80845.18298106364,2728.451236392083,24.505191296826155,organic,2015.0023294041216,SouthCarolina
282206,23.6926695532514,2016-02-07,1.6290401160464292,64104.1751043586,-24017.012031288028,-28341.22608626153,8.564284782458628,7747.028356173444,-19576.943817638985,7951.258605332223,-115.86882933368892,organic,2015.002637623281,Charlotte
